Time,Time2,LAT,LONG,TEMP1C,TEMP1F,Humidity,Pressure,Altitude
14:51:59,51:59.2,44.48132667,-73.20694667,27.75,81.95,,,
14:52:00,52:00.2,44.48132167,-73.20694833,27.75,81.95,,,
14:52:01,52:01.2,44.481315,-73.20695,27.75,81.95,,,
14:52:02,52:02.2,44.48131333,-73.20694333,27.75,81.95,,,
14:52:03,52:03.2,44.48131167,-73.20694167,27.75,81.95,,,
14:52:04,52:04.2,44.481305,-73.20693667,27.75,81.95,,,
14:52:05,52:05.2,44.4813,-73.20693333,27.75,81.95,,,
14:52:06,52:06.2,44.48129333,-73.206905,27.75,81.95,,,
14:52:07,52:07.2,44.48129333,-73.20689833,28,82.4,,,
14:52:08,52:08.2,44.481295,-73.20687667,28,82.4,,,
14:52:09,52:09.2,44.481295,-73.20687,27.75,81.95,,,
14:52:10,52:10.2,44.48129333,-73.206865,27.75,81.95,,,
14:52:11,52:11.2,44.48128667,-73.20685,28,82.4,,,
14:52:12,52:12.2,44.48128167,-73.20684167,27.75,81.95,,,
14:52:13,52:13.2,44.48127667,-73.20683833,28,82.4,,,
14:52:14,52:14.2,44.48126833,-73.20683167,28,82.4,,,
14:52:15,52:15.2,44.48126167,-73.206825,28,82.4,,,
14:52:16,52:16.2,44.48125833,-73.20682,28,82.4,,,
14:52:17,52:17.2,44.48125333,-73.206815,28,82.4,,,
14:52:18,52:18.2,44.48125167,-73.206815,28,82.4,,,
14:52:19,52:19.2,44.48124667,-73.20681,28,82.4,,,
14:52:20,52:20.2,44.48124,-73.20681167,28,82.4,,,
14:52:21,52:21.2,44.48123667,-73.20681167,28,82.4,,,
14:52:22,52:22.2,44.48123333,-73.20681167,28,82.4,,,
14:52:23,52:23.2,44.48122833,-73.20681167,28,82.4,,,
14:52:24,52:24.2,44.48122667,-73.20681333,28,82.4,,,
14:52:25,52:25.2,44.48121833,-73.20681667,28,82.4,,,
14:52:26,52:26.2,44.48121667,-73.20681833,28,82.4,,,
14:52:27,52:27.2,44.48121,-73.20682167,28,82.4,,,
14:52:28,52:28.2,44.48119667,-73.20683,28.25,82.85,,,
14:52:29,52:29.2,44.481185,-73.20684333,28,82.4,,,
14:52:30,52:30.2,44.48117833,-73.20684667,28,82.4,,,
14:52:31,52:31.2,44.48116833,-73.206855,28,82.4,,,
14:52:32,52:32.2,44.48116333,-73.20686,28,82.4,,,
14:52:33,52:33.2,44.48115667,-73.20686167,28,82.4,,,
14:52:34,52:34.2,44.48115167,-73.206865,28,82.4,,,
14:52:35,52:35.2,44.48114333,-73.20686833,28,82.4,,,
14:52:36,52:36.2,44.48114,-73.20687,28,82.4,,,
14:52:37,52:37.2,44.48113333,-73.20687333,28,82.4,,,
14:52:38,52:38.2,44.48113,-73.206875,28,82.4,,,
14:52:39,52:39.2,44.48112667,-73.206875,28,82.4,,,
14:52:40,52:40.2,44.48111833,-73.20687667,28,82.4,,,
14:52:41,52:41.2,44.48111,-73.20688333,28,82.4,,,
14:52:42,52:42.2,44.481105,-73.20688333,28,82.4,,,
14:52:43,52:43.2,44.4811,-73.20688667,28,82.4,,,
14:52:44,52:44.2,44.48109667,-73.20688333,28,82.4,,,
14:52:45,52:45.2,44.48108667,-73.206885,28,82.4,,,
14:52:46,52:46.2,44.48108333,-73.20687833,28,82.4,,,
14:52:47,52:47.2,44.48107833,-73.20687333,28,82.4,,,
14:52:48,52:48.2,44.48107167,-73.206875,28,82.4,,,
14:52:49,52:49.2,44.481065,-73.206875,28,82.4,,,
14:52:50,52:50.2,44.48106667,-73.20686833,28,82.4,,,
14:52:51,52:51.2,44.48106833,-73.20686167,28,82.4,,,
14:52:52,52:52.2,44.481065,-73.20685667,28,82.4,,,
14:52:53,52:53.2,44.48106833,-73.20685,28,82.4,,,
14:52:54,52:54.2,44.48106833,-73.20684667,28,82.4,,,
14:52:55,52:55.2,44.48107333,-73.20684167,28,82.4,,,
14:52:56,52:56.2,44.48108167,-73.20683333,28,82.4,,,
14:52:57,52:57.2,44.48108333,-73.20683333,28,82.4,,,
14:52:58,52:58.2,44.48108333,-73.20683167,28,82.4,,,
14:52:59,52:59.2,44.48108667,-73.20682833,27.75,81.95,,,
14:53:00,53:00.2,44.48108667,-73.20683,28,82.4,,,
14:53:01,53:01.2,44.481095,-73.20682833,27.75,81.95,,,
14:53:02,53:02.2,44.48109833,-73.20682667,27.75,81.95,,,
14:53:03,53:03.2,44.481095,-73.20683333,27.75,81.95,,,
14:53:04,53:04.2,44.48109167,-73.20683833,27.75,81.95,,,
14:53:05,53:05.2,44.48109333,-73.20683833,27.75,81.95,,,
14:53:06,53:06.2,44.48109833,-73.20684,27.75,81.95,,,
14:53:07,53:07.2,44.48110333,-73.20684167,27.75,81.95,,,
14:53:08,53:08.2,44.48111333,-73.20683667,27.5,81.5,,,
14:53:09,53:09.2,44.48111167,-73.20683833,27.5,81.5,,,
14:53:10,53:10.2,44.48110833,-73.20684,27.5,81.5,,,
14:53:11,53:11.2,44.48110833,-73.20684,27.5,81.5,,,
14:53:12,53:12.2,44.48110667,-73.20684167,27.5,81.5,,,
14:53:13,53:13.2,44.48110667,-73.20684,27.25,81.05,,,
14:53:14,53:14.2,44.48110667,-73.206835,27.5,81.5,,,
14:53:15,53:15.2,44.48111,-73.20683,27.5,81.5,,,
14:53:16,53:16.2,44.48110667,-73.20683,27.5,81.5,,,
14:53:17,53:17.2,44.4811,-73.20683167,27.5,81.5,,,
14:53:18,53:18.2,44.4811,-73.20682833,27.5,81.5,,,
14:53:19,53:19.2,44.4811,-73.206825,27.5,81.5,,,
14:53:20,53:20.2,44.4811,-73.20682167,27.5,81.5,,,
14:53:21,53:21.2,44.48109667,-73.20682,27.5,81.5,,,
14:53:22,53:22.2,44.48109667,-73.20681833,27.5,81.5,,,
14:53:23,53:23.2,44.48109167,-73.206815,27.5,81.5,,,
14:53:24,53:24.2,44.48109333,-73.20681333,27.5,81.5,,,
14:53:25,53:25.2,44.48109,-73.206815,27.5,81.5,,,
14:53:26,53:26.2,44.48109333,-73.206815,27.5,81.5,,,
14:53:27,53:27.2,44.48109167,-73.20681333,27.5,81.5,,,
14:53:28,53:28.2,44.48109167,-73.20681,27.5,81.5,,,
14:53:29,53:29.2,44.48108667,-73.20681167,27.5,81.5,,,
14:53:30,53:30.2,44.48108,-73.20681833,27.5,81.5,,,
14:53:31,53:31.2,44.481075,-73.20682167,27.5,81.5,,,
14:53:32,53:32.2,44.48107,-73.20682333,27.5,81.5,,,
14:53:33,53:33.2,44.48107,-73.20682,27.5,81.5,,,
14:53:34,53:34.2,44.48106667,-73.206825,27.5,81.5,,,
14:53:35,53:35.2,44.48106,-73.20682833,27.5,81.5,,,
14:53:36,53:36.2,44.48105667,-73.20683,27.5,81.5,,,
14:53:37,53:37.2,44.48105,-73.206835,27.5,81.5,,,
14:53:38,53:38.2,44.48104833,-73.20683833,27.5,81.5,,,
14:53:39,53:39.2,44.48104333,-73.20684167,27.5,81.5,,,
14:53:40,53:40.2,44.48104333,-73.206845,27.75,81.95,,,
14:53:41,53:41.2,44.48104333,-73.20684333,27.75,81.95,,,
14:53:42,53:42.2,44.48104167,-73.20684167,27.75,81.95,,,
14:53:43,53:43.2,44.48104,-73.20683833,27.75,81.95,,,
14:53:44,53:44.2,44.48104,-73.20684,27.75,81.95,,,
14:53:45,53:45.2,44.48103833,-73.20684167,27.75,81.95,,,
14:53:46,53:46.2,44.48103667,-73.20684333,27.75,81.95,,,
14:53:47,53:47.2,44.48102667,-73.20684667,27.75,81.95,,,
14:53:48,53:48.2,44.48102167,-73.20685,28,82.4,,,
14:53:49,53:49.2,44.48100833,-73.206855,27.75,81.95,,,
14:53:50,53:50.2,44.48099667,-73.20686167,27.75,81.95,,,
14:53:51,53:51.2,44.48098833,-73.20686833,27.75,81.95,,,
14:53:52,53:52.2,44.48098333,-73.20687333,27.75,81.95,,,
14:53:53,53:53.2,44.48098833,-73.20686833,27.75,81.95,,,
14:53:54,53:54.2,44.48098833,-73.20686667,27.75,81.95,,,
14:53:55,53:55.2,44.48098,-73.20687167,27.75,81.95,,,
14:53:56,53:56.2,44.480975,-73.206875,27.75,81.95,,,
14:53:57,53:57.2,44.48097,-73.20687667,27.5,81.5,,,
14:53:58,53:58.2,44.48096333,-73.20687833,27.5,81.5,,,
14:53:59,53:59.2,44.480955,-73.20688,27.75,81.95,,,
14:54:00,54:00.2,44.48095,-73.20688167,27.75,81.95,,,
14:54:01,54:01.2,44.48094333,-73.20688167,27.75,81.95,,,
14:54:02,54:02.2,44.48093833,-73.20688667,27.75,81.95,,,
14:54:03,54:03.2,44.48093,-73.206895,27.75,81.95,,,
14:54:04,54:04.2,44.480925,-73.2069,27.75,81.95,,,
14:54:05,54:05.2,44.48091833,-73.2069,27.75,81.95,,,
14:54:06,54:06.2,44.48090833,-73.206905,27.75,81.95,,,
14:54:07,54:07.2,44.48090167,-73.20690833,27.75,81.95,,,
14:54:08,54:08.2,44.480895,-73.206905,27.75,81.95,,,
14:54:09,54:09.2,44.48088667,-73.20690833,27.75,81.95,,,
14:54:10,54:10.2,44.48087833,-73.20691333,28,82.4,,,
14:54:11,54:11.2,44.48086833,-73.20692,28,82.4,,,
14:54:12,54:12.2,44.48086,-73.206925,28,82.4,,,
14:54:13,54:13.2,44.480855,-73.20692833,28,82.4,,,
14:54:14,54:14.2,44.480845,-73.20693333,28,82.4,,,
14:54:15,54:15.2,44.48083667,-73.20693833,28,82.4,,,
14:54:16,54:16.2,44.48083333,-73.20693667,28,82.4,,,
14:54:17,54:17.2,44.48083,-73.20693667,28,82.4,,,
14:54:18,54:18.2,44.480825,-73.20694,28,82.4,,,
14:54:19,54:19.2,44.48082333,-73.20694333,28,82.4,,,
14:54:20,54:20.2,44.48082,-73.20694333,28,82.4,,,
14:54:21,54:21.2,44.48081667,-73.206945,28,82.4,,,
14:54:22,54:22.2,44.48081333,-73.20694833,28,82.4,,,
14:54:23,54:23.2,44.48081,-73.206945,28,82.4,,,
14:54:24,54:24.2,44.480805,-73.206945,28,82.4,,,
14:54:25,54:25.2,44.4808,-73.20694667,28,82.4,,,
14:54:26,54:26.2,44.48079667,-73.206945,28,82.4,,,
14:54:27,54:27.2,44.48079667,-73.20694333,28,82.4,,,
14:54:28,54:28.2,44.48079167,-73.20694167,28,82.4,,,
14:54:29,54:29.2,44.480795,-73.20694,28,82.4,,,
14:54:30,54:30.2,44.48079333,-73.20694,28,82.4,,,
14:54:31,54:31.2,44.48079,-73.20694,28,82.4,,,
14:54:32,54:32.2,44.48078667,-73.20694167,28.25,82.85,,,
14:54:33,54:33.2,44.48079167,-73.206935,28.25,82.85,,,
14:54:34,54:34.2,44.48079167,-73.20693,28.25,82.85,,,
14:54:35,54:35.2,44.48079,-73.20692833,28.25,82.85,,,
14:54:36,54:36.2,44.48078167,-73.206935,28,82.4,,,
14:54:37,54:37.2,44.48078333,-73.20693333,28,82.4,,,
14:54:38,54:38.2,44.48077833,-73.206935,28,82.4,,,
14:54:39,54:39.2,44.48078,-73.20693167,28,82.4,,,
14:54:40,54:40.2,44.480775,-73.20693167,28,82.4,,,
14:54:41,54:41.2,44.48076667,-73.206935,28,82.4,,,
14:54:42,54:42.2,44.48077,-73.20693167,28,82.4,,,
14:54:43,54:43.2,44.48076167,-73.206935,28,82.4,,,
14:54:44,54:44.2,44.480755,-73.20693833,28,82.4,,,
14:54:45,54:45.2,44.48075167,-73.20694,28,82.4,,,
14:54:46,54:46.2,44.48074833,-73.20694,28,82.4,,,
14:54:47,54:47.2,44.48074833,-73.20694167,28,82.4,,,
14:54:48,54:48.2,44.48075,-73.20694,28,82.4,,,
14:54:49,54:49.2,44.48074833,-73.20694167,28,82.4,,,
14:54:50,54:50.2,44.48074333,-73.20694833,28,82.4,,,
14:54:51,54:51.2,44.48074,-73.20694833,28,82.4,,,
14:54:52,54:52.2,44.48073833,-73.20694667,28,82.4,,,
14:54:53,54:53.2,44.48074167,-73.20694333,28,82.4,,,
14:54:54,54:54.2,44.48074333,-73.20694,28,82.4,,,
14:54:55,54:55.2,44.48074667,-73.20693667,28,82.4,,,
14:54:56,54:56.2,44.48074667,-73.206935,28,82.4,,,
14:54:57,54:57.2,44.480745,-73.206935,28,82.4,,,
14:54:58,54:58.2,44.48074333,-73.20693667,28,82.4,,,
14:54:59,54:59.2,44.48074333,-73.206935,28,82.4,,,
14:55:00,55:00.2,44.48074333,-73.206935,28,82.4,,,
14:55:01,55:01.2,44.48074,-73.20693667,28,82.4,,,
14:55:02,55:02.2,44.48073333,-73.20693833,28,82.4,,,
14:55:03,55:03.2,44.48072333,-73.20694667,28.25,82.85,,,
14:55:04,55:04.2,44.48072,-73.20694833,28,82.4,,,
14:55:05,55:05.2,44.48072333,-73.20694667,28.25,82.85,,,
14:55:06,55:06.2,44.480715,-73.20695167,28.25,82.85,,,
14:55:07,55:07.2,44.480715,-73.20695167,28,82.4,,,
14:55:08,55:08.2,44.48072333,-73.20694667,28,82.4,,,
14:55:09,55:09.2,44.48072667,-73.20694667,28.25,82.85,,,
14:55:10,55:10.2,44.48073833,-73.20694,28.25,82.85,,,
14:55:11,55:11.2,44.48074833,-73.20693667,28.25,82.85,,,
14:55:12,55:12.2,44.48075,-73.20693833,28.25,82.85,,,
14:55:13,55:13.2,44.48075,-73.20694167,28.25,82.85,,,
14:55:14,55:14.2,44.48075667,-73.20694167,28.25,82.85,,,
14:55:15,55:15.2,44.48075833,-73.20694167,28.25,82.85,,,
14:55:16,55:16.2,44.48076167,-73.206945,28.25,82.85,,,
14:55:17,55:17.2,44.48076667,-73.20694167,28.25,82.85,,,
14:55:18,55:18.2,44.48076667,-73.20693833,28.25,82.85,,,
14:55:19,55:19.2,44.480765,-73.20693667,28.25,82.85,,,
14:55:20,55:20.2,44.48076167,-73.20693667,28.25,82.85,,,
14:55:21,55:21.2,44.48076167,-73.20693667,28.25,82.85,,,
14:55:22,55:22.2,44.48076333,-73.20693333,28.25,82.85,,,
14:55:23,55:23.2,44.480765,-73.20693333,28.25,82.85,,,
14:55:24,55:24.2,44.48076167,-73.206935,28.25,82.85,,,
14:55:25,55:25.2,44.48075667,-73.206935,28.25,82.85,,,
14:55:26,55:26.2,44.48075667,-73.206935,28.25,82.85,,,
14:55:27,55:27.2,44.480755,-73.20693333,28.25,82.85,,,
14:55:28,55:28.2,44.48074667,-73.20693833,28.25,82.85,,,
14:55:29,55:29.2,44.48074667,-73.20693667,28.25,82.85,,,
14:55:30,55:30.2,44.480745,-73.20693333,28.25,82.85,,,
14:55:31,55:31.2,44.480745,-73.20693167,28.25,82.85,,,
14:55:32,55:32.2,44.48074333,-73.20693333,28,82.4,,,
14:55:33,55:33.2,44.480735,-73.20693833,27.75,81.95,,,
14:55:34,55:34.2,44.48072833,-73.20693667,28,82.4,,,
14:55:35,55:35.2,44.48072333,-73.20693833,28,82.4,,,
14:55:36,55:36.2,44.48071833,-73.20693833,28,82.4,,,
14:55:37,55:37.2,44.48071333,-73.20693333,28,82.4,,,
14:55:38,55:38.2,44.480715,-73.20693333,28,82.4,,,
14:55:39,55:39.2,44.48071167,-73.206935,28,82.4,,,
14:55:40,55:40.2,44.48071333,-73.206935,28,82.4,,,
14:55:41,55:41.2,44.48071333,-73.20693667,27.75,81.95,,,
14:55:42,55:42.2,44.48071333,-73.20694,27.75,81.95,,,
14:55:43,55:43.2,44.48070667,-73.206945,27.75,81.95,,,
14:55:44,55:44.2,44.48070667,-73.20694833,27.5,81.5,,,
14:55:45,55:45.2,44.48070833,-73.20695,27.5,81.5,,,
14:55:46,55:46.2,44.48071,-73.20695333,27.25,81.05,,,
14:55:47,55:47.2,44.48071167,-73.20695333,27.5,81.5,,,
14:55:48,55:48.2,44.480715,-73.20695333,27.25,81.05,,,
14:55:49,55:49.2,44.480715,-73.20695833,27.25,81.05,,,
14:55:50,55:50.2,44.48071833,-73.20695667,27.25,81.05,,,
14:55:51,55:51.2,44.48072,-73.20695333,27.25,81.05,,,
14:55:52,55:52.2,44.48071667,-73.20695833,27.5,81.5,,,
14:55:53,55:53.2,44.48071833,-73.20696,27.25,81.05,,,
14:55:54,55:54.2,44.48071833,-73.20696333,27.5,81.5,,,
14:55:55,55:55.2,44.480715,-73.20696667,27.5,81.5,,,
14:55:56,55:56.2,44.48071,-73.20696833,27.5,81.5,,,
14:55:57,55:57.2,44.48070667,-73.20697,27.5,81.5,,,
14:55:58,55:58.2,44.48070833,-73.20697167,27.5,81.5,,,
14:55:59,55:59.2,44.48070333,-73.20697667,27.5,81.5,,,
14:56:00,56:00.2,44.48070333,-73.20697833,27.75,81.95,,,
14:56:01,56:01.2,44.48070333,-73.206975,27.5,81.5,,,
14:56:02,56:02.2,44.48070333,-73.206975,27.75,81.95,,,
14:56:03,56:03.2,44.48070333,-73.20697333,27.5,81.5,,,
14:56:04,56:04.2,44.48071167,-73.20696833,27.75,81.95,,,
14:56:05,56:05.2,44.48071333,-73.20696833,27.75,81.95,,,
14:56:06,56:06.2,44.480715,-73.20696667,27.75,81.95,,,
14:56:07,56:07.2,44.48071667,-73.20696667,27.75,81.95,,,
14:56:08,56:08.2,44.48072667,-73.20696,27.75,81.95,,,
14:56:09,56:09.2,44.48073167,-73.206955,27.75,81.95,,,
14:56:10,56:10.2,44.480735,-73.20695333,27.75,81.95,,,
14:56:11,56:11.2,44.480735,-73.20695167,27.75,81.95,,,
14:56:12,56:12.2,44.48073833,-73.20695,27.75,81.95,,,
14:56:13,56:13.2,44.48073833,-73.20695,27.75,81.95,,,
14:56:14,56:14.2,44.48074,-73.20694833,27.75,81.95,,,
14:56:15,56:15.2,44.48074333,-73.20694833,27.75,81.95,,,
14:56:16,56:16.2,44.48074833,-73.20694333,27.75,81.95,,,
14:56:17,56:17.2,44.48075167,-73.20694167,28,82.4,,,
14:56:18,56:18.2,44.48076167,-73.20693667,28,82.4,,,
14:56:19,56:19.2,44.48077333,-73.20693,28,82.4,,,
14:56:20,56:20.2,44.48078333,-73.206925,28,82.4,,,
14:56:21,56:21.2,44.480785,-73.20692333,28,82.4,,,
14:56:22,56:22.2,44.480785,-73.20692167,28,82.4,,,
14:56:23,56:23.2,44.480785,-73.20692167,28,82.4,,,
14:56:24,56:24.2,44.48079333,-73.206915,28,82.4,,,
14:56:25,56:25.2,44.480795,-73.20691333,28,82.4,,,
14:56:26,56:26.2,44.48079667,-73.20691167,28,82.4,,,
14:56:27,56:27.2,44.48079833,-73.20691,28,82.4,,,
14:56:28,56:28.2,44.4808,-73.20690833,28,82.4,,,
14:56:29,56:29.2,44.480805,-73.20690667,28,82.4,,,
14:56:30,56:30.2,44.480815,-73.20689833,28,82.4,,,
14:56:31,56:31.2,44.48081667,-73.206895,28.25,82.85,,,
14:56:32,56:32.2,44.48082167,-73.206895,28,82.4,,,
14:56:33,56:33.2,44.48083,-73.20689,28.25,82.85,,,
14:56:34,56:34.2,44.480825,-73.20689,28,82.4,,,
14:56:35,56:35.2,44.48082833,-73.20688667,28.25,82.85,,,
14:56:36,56:36.2,44.48083333,-73.20688333,28.25,82.85,,,
14:56:37,56:37.2,44.480835,-73.20688333,28.25,82.85,,,
14:56:38,56:38.2,44.48083833,-73.20688167,28.25,82.85,,,
14:56:39,56:39.2,44.48084,-73.20688,28.25,82.85,,,
14:56:40,56:40.2,44.48084,-73.20688167,28,82.4,,,
14:56:41,56:41.2,44.48084667,-73.206875,28,82.4,,,
14:56:42,56:42.2,44.48085167,-73.20687167,28.25,82.85,,,
14:56:43,56:43.2,44.48085667,-73.20687,28.25,82.85,,,
14:56:44,56:44.2,44.48085833,-73.20686833,28,82.4,,,
14:56:45,56:45.2,44.48086,-73.20686667,28,82.4,,,
14:56:46,56:46.2,44.48086167,-73.20686667,28,82.4,,,
14:56:47,56:47.2,44.48086333,-73.206865,28.25,82.85,,,
14:56:48,56:48.2,44.48086333,-73.20686333,28.25,82.85,,,
14:56:49,56:49.2,44.480865,-73.20686333,28.25,82.85,,,
14:56:50,56:50.2,44.48086667,-73.20686333,28.25,82.85,,,
14:56:51,56:51.2,44.48086667,-73.20686333,28.25,82.85,,,
14:56:52,56:52.2,44.48086833,-73.20686333,28.25,82.85,,,
14:56:53,56:53.2,44.48086833,-73.206865,28.25,82.85,,,
14:56:54,56:54.2,44.48086833,-73.206865,28.25,82.85,,,
14:56:55,56:55.2,44.48086833,-73.20686667,28.25,82.85,,,
14:56:56,56:56.2,44.48086833,-73.20686667,28.25,82.85,,,
14:56:57,56:57.2,44.48086667,-73.20686667,28.25,82.85,,,
14:56:58,56:58.2,44.48086667,-73.20686667,28.25,82.85,,,
14:56:59,56:59.2,44.480865,-73.20686667,28.25,82.85,,,
14:57:00,57:00.2,44.480865,-73.20686667,28.25,82.85,,,
14:57:01,57:01.2,44.480865,-73.206865,28.25,82.85,,,
14:57:02,57:02.2,44.48086667,-73.20686833,28.25,82.85,,,
14:57:03,57:03.2,44.48086667,-73.20687,28,82.4,,,
14:57:04,57:04.2,44.48086833,-73.20687,28,82.4,,,
14:57:05,57:05.2,44.48087,-73.20687,28,82.4,,,
14:57:06,57:06.2,44.48087,-73.20687,28,82.4,,,
14:57:07,57:07.2,44.48087,-73.20687,28,82.4,,,
14:57:08,57:08.2,44.48087167,-73.20687,28,82.4,,,
14:57:09,57:09.2,44.48087167,-73.20687,28,82.4,,,
14:57:10,57:10.2,44.48087333,-73.20687,28,82.4,,,
14:57:11,57:11.2,44.48087333,-73.20687,28,82.4,,,
14:57:12,57:12.2,44.480875,-73.20687,28,82.4,,,
14:57:13,57:13.2,44.48087333,-73.20687,28,82.4,,,
14:57:14,57:14.2,44.48087333,-73.20687167,28,82.4,,,
14:57:15,57:15.2,44.48087333,-73.20687167,28,82.4,,,
14:57:16,57:16.2,44.48087,-73.20687333,28,82.4,,,
14:57:17,57:17.2,44.48086833,-73.20687333,28,82.4,,,
14:57:18,57:18.2,44.48086667,-73.20687333,28.25,82.85,,,
14:57:19,57:19.2,44.480865,-73.20687333,28,82.4,,,
14:57:20,57:20.2,44.48086167,-73.20687333,28.25,82.85,,,
14:57:21,57:21.2,44.48086167,-73.20687167,28,82.4,,,
14:57:22,57:22.2,44.48086,-73.20687167,28.25,82.85,,,
14:57:23,57:23.2,44.48086,-73.20687,28.25,82.85,,,
14:57:24,57:24.2,44.48086,-73.20686833,28,82.4,,,
14:57:25,57:25.2,44.48085833,-73.20686667,28,82.4,,,
14:57:26,57:26.2,44.48085833,-73.206865,28,82.4,,,
14:57:27,57:27.2,44.48085833,-73.206865,28,82.4,,,
14:57:28,57:28.2,44.48085833,-73.20686333,28,82.4,,,
14:57:29,57:29.2,44.48085833,-73.20686333,28,82.4,,,
14:57:30,57:30.2,44.48085667,-73.20686167,28,82.4,,,
14:57:31,57:31.2,44.48085667,-73.20686167,28,82.4,,,
14:57:32,57:32.2,44.48085667,-73.20686167,28,82.4,,,
14:57:33,57:33.2,44.48085667,-73.20686167,28,82.4,,,
14:57:34,57:34.2,44.480855,-73.20686333,28,82.4,,,
14:57:35,57:35.2,44.480855,-73.20686333,28,82.4,,,
14:57:36,57:36.2,44.480855,-73.206865,28,82.4,,,
14:57:37,57:37.2,44.480855,-73.20686667,28,82.4,,,
14:57:38,57:38.2,44.480855,-73.20686667,28,82.4,,,
14:57:39,57:39.2,44.480855,-73.206865,27.75,81.95,,,
14:57:40,57:40.2,44.480855,-73.206865,27.75,81.95,,,
14:57:41,57:41.2,44.48085333,-73.206865,27.75,81.95,,,
14:57:42,57:42.2,44.48085333,-73.206865,28,82.4,,,
14:57:43,57:43.2,44.48085333,-73.206865,28,82.4,,,
14:57:44,57:44.2,44.480855,-73.20686667,28,82.4,,,
14:57:45,57:45.2,44.48085667,-73.20686667,28,82.4,,,
14:57:46,57:46.2,44.48085667,-73.20686833,28,82.4,,,
14:57:47,57:47.2,44.48085833,-73.20687,28,82.4,,,
14:57:48,57:48.2,44.48085833,-73.20687,28,82.4,,,
14:57:49,57:49.2,44.48085833,-73.20687,28,82.4,,,
14:57:50,57:50.2,44.48085833,-73.20687,28,82.4,,,
14:57:51,57:51.2,44.48085833,-73.20687167,27.75,81.95,,,
14:57:52,57:52.2,44.48085833,-73.20687167,28,82.4,,,
14:57:53,57:53.2,44.48085833,-73.20687167,28,82.4,,,
14:57:54,57:54.2,44.48085833,-73.20687333,28,82.4,,,
14:57:55,57:55.2,44.48085833,-73.20687333,28,82.4,,,
14:57:56,57:56.2,44.48086,-73.20687333,28,82.4,,,
14:57:57,57:57.2,44.48086,-73.20687333,28,82.4,,,
14:57:58,57:58.2,44.48086,-73.20687333,28,82.4,,,
14:57:59,57:59.2,44.48086167,-73.20687333,28,82.4,,,
14:58:00,58:00.2,44.48086167,-73.20687333,28,82.4,,,
14:58:01,58:01.2,44.48086167,-73.20687167,28.25,82.85,,,
14:58:02,58:02.2,44.48086167,-73.20687167,28.25,82.85,,,
